Chemform,N,RMSAD (SQS),d-band bimodality,d-band bimodality^2,VEC-5.7,VEC5.7^2,VEC SD from 5.7,VECSD5.7^2,Bond SD,Dbimodality^2xVEC5.7^2,Dbimodality^2xVECSD5.7^2
HfTaRe,3,0.121192741,0.056753588555555554,0.0032209698139332864,-0.36666666666666714,0.13444444444444478,1.3,1.6900000000000002,0.054817698126557964,0.0004330414972065874,0.005443438985547254
HfTaRe2,3,0.080589869,0.056190702625000005,0.0031573950614911823,0.04999999999999982,0.0024999999999999823,1.3,1.6900000000000002,0.05285517543844368,7.8934876537279e-06,0.005335997653920099
HfTiTaReRu,5,0.137253046,0.05207710212000001,0.0027120245652169097,-0.10000000000000053,0.010000000000000106,1.6278820596099708,2.6500000000000004,0.05488651054405352,2.7120245652169384e-05,0.007186865097824811
HfTiVTaNb,5,0.181935306,0.06003690116000001,0.0036044295008956107,-1.1000000000000005,1.210000000000001,1.2041594578792298,1.4500000000000006,0.05278070535533334,0.004361359696083693,0.005226422776298638
HfV3Ta2Nb2Mo2,5,0.130163962,0.05734850156600001,0.003288850631865505,-0.6000000000000005,0.36000000000000065,0.8062257748298551,0.6500000000000002,0.05180935740826998,0.001183986227471584,0.0021377529107125793
HfVMo,3,0.176929735,0.0557994184,0.003113575093778259,-0.7000000000000002,0.49000000000000027,1.0754843869934454,1.156666666666667,0.06934848819427994,0.0015256517959513476,0.003601368525136854
HfVMo2,3,0.14539398,0.0532009300125,0.0028303389541949235,-0.4500000000000002,0.20250000000000015,0.9433981132056605,0.8900000000000001,0.059629981524899185,0.0005731436382244724,0.0025190016692334823
MoHf3Ta2Nb2V2,5,0.178309811,0.060265337512,0.0036319109054352744,-0.9000000000000004,0.8100000000000006,1.0816653826391969,1.1700000000000002,0.058269541126368236,0.0029418478334025744,0.0042493357593592716
MoHfV2,3,0.17471419,0.05598934145,0.0031348063560046884,-0.7000000000000002,0.49000000000000027,0.9949874371066201,0.9900000000000002,0.06871161480800163,0.0015360551144422982,0.003103458292444642
MoRe3V2Nb2Ta2,5,0.056864313,0.05485728692199999,0.003009321928442631,0.0,0.0,0.9,0.81,0.03868129537357782,0.0,0.0024375507620385314
MoReNb2,3,0.054231537,0.0536651473125,0.002879948036072326,0.04999999999999982,0.0024999999999999823,0.8306623862918074,0.69,0.02611551800637112,7.199870090180764e-06,0.001987164144889905
MoVNb2,3,0.072257945,0.0526675049125,0.002773866073708212,-0.4500000000000002,0.20250000000000015,0.6244997998398399,0.3900000000000001,0.03890394015950326,0.0005617078799259133,0.0010818077687462031
MoW3V2Nb2Ta2,5,0.064659325,0.05595130682199999,0.0031305487350895824,-0.2999999999999998,0.0899999999999999,0.574456264653803,0.33000000000000007,0.03564810720263837,0.0002817493861580621,0.0010330810825795625
MoWTi2,3,0.088350956,0.0508146690625,0.0025821305919313943,-0.7000000000000002,0.49000000000000027,1.2206555615733703,1.49,0.01355720928702054,0.001265243990046384,0.0038473745819777774
MoWV2,3,0.047088237,0.0498234170125,0.0024823728828014748,-0.20000000000000018,0.04000000000000007,0.5385164807134505,0.2900000000000001,0.028673976909918096,9.929491531205917e-05,0.0007198881360124279
WMo7,2,0.00779319,0.049562279859374996,0.0024564195848590085,0.2999999999999998,0.0899999999999999,0.2999999999999998,0.0899999999999999,0.0020546335028300234,0.0002210777626373105,0.0002210777626373105
WMo3,2,0.0080329,0.0505376816875,0.002554057270347073,0.2999999999999998,0.0899999999999999,0.2999999999999998,0.0899999999999999,0.002748118361511186,0.00022986515433123632,0.00022986515433123632
MoW,2,0.007097004,0.052312886249999996,0.002736638067805439,0.2999999999999998,0.0899999999999999,0.2999999999999998,0.0899999999999999,0.0033050025758464335,0.0002462974261024892,0.0002462974261024892
MoW3,2,0.01398553,0.053853958687499995,0.002900248866314956,0.2999999999999998,0.0899999999999999,0.2999999999999998,0.0899999999999999,0.002974088805019115,0.00026102239796834575,0.00026102239796834575
MoW7,2,0.018420877,0.054536695359375,0.0029742511407212743,0.2999999999999998,0.0899999999999999,0.2999999999999998,0.0899999999999999,0.0023136415692169205,0.0002676826026649144,0.0002676826026649144
ZrNb3,2,0.112137351,0.051741310062500004,0.0026771631669837643,-0.9500000000000002,0.9025000000000003,1.044030650891055,1.09,0.03574455941716082,0.002416139758202848,0.0029181078520123032
NbMoRe,3,0.036888669,0.05426081899999999,0.0029442364785507596,0.2999999999999998,0.0899999999999999,0.8698658900466592,0.7566666666666665,0.02428283584842884,0.0002649812830695681,0.0022278056021034077
NbMoRe2,3,0.048941946,0.0546103659375,0.0029822920678276607,0.5499999999999998,0.3024999999999998,0.9949874371066199,0.9899999999999998,0.023290666727238566,0.0009021433505178668,0.0029524691471493835
NbMoV2,3,0.073393733,0.0526980560125,0.0027770851074965875,-0.4500000000000002,0.20250000000000015,0.6244997998398399,0.3900000000000001,0.040634742596946376,0.0005623597342680593,0.0010830631919236694
W3NbMoRu,4,0.060735863,0.0538882076111111,0.002903938919538212,0.4666666666666659,0.21777777777777707,1.0115993936995678,1.023333333333333,0.020277221664587883,0.0006324133646994308,0.002971697494327436
MoNb3,2,0.057560813,0.050342662312499994,0.0025343836487104073,-0.4500000000000002,0.20250000000000015,0.6244997998398399,0.3900000000000001,0.018941437788908957,0.0005132126888638579,0.000988409622997059
MoNb2,2,0.050300563,0.051461005666666663,0.0026482351042246984,-0.36666666666666714,0.13444444444444478,0.597215762238964,0.3566666666666668,0.020318467377342657,0.00035604049734576593,0.0009445371871734761
NbMo,2,0.059430015,0.05270774175,0.0027781060403846932,-0.20000000000000018,0.04000000000000007,0.5385164807134505,0.2900000000000001,0.020902523768315254,0.00011112424161538792,0.0008056507517115613
NbMo2,2,0.041444521,0.052634543666666665,0.00277039518699824,-0.0333333333333341,0.0011111111111111625,0.47258156262526085,0.22333333333333336,0.01908611334587032,3.078216874442631e-06,0.0006187215917629403
NbMo3,2,0.03695057,0.0521029693125,0.0027147194111793163,0.04999999999999982,0.0024999999999999823,0.43588989435406733,0.18999999999999997,0.017242935276956507,6.786798527948243e-06,0.00051579668812407
RuNb7,2,0.056159538,0.045706559125000004,0.0020890895470471213,-0.3250000000000002,0.10562500000000012,1.044030650891055,1.09,0.025567574737052227,0.00022066008340685243,0.0022771076062813624
RuNb3,2,0.077026482,0.04619509250000001,0.002133986571083557,0.04999999999999982,0.0024999999999999823,1.3,1.6900000000000002,0.032906757659051496,5.334966427708854e-06,0.003606437305131211
RuNb2,2,0.109485755,0.046403951,0.002153326668410401,0.2999999999999998,0.0899999999999999,1.445683229480096,2.0900000000000003,0.035408464468853096,0.00019379940015693586,0.004500452736977739
NbTa3Mo2Re2V2,5,0.057001042,0.05518939231400001,0.0030458690239886033,-0.09999999999999964,0.009999999999999929,0.806225774829855,0.6500000000000001,0.038319404763773275,3.0458690239885815e-05,0.0019798148655925927
NbTa3Mo2W2V2,5,0.057988336,0.05581056007400001,0.0031148186157735638,-0.2999999999999998,0.0899999999999999,0.5744562646538031,0.33000000000000024,0.03614985498110815,0.0002803336754196204,0.0010278901432052767
NbTa3V2W2Ru2,5,0.073337942,0.05378624795000001,0.0028929604685388804,0.10000000000000053,0.010000000000000106,1.1704699910719625,1.3699999999999999,0.04057349788349971,2.8929604685389112e-05,0.0039633558418982655
NbTaV2,3,0.094398653,0.0581848461875,0.0033854763258630333,-0.7000000000000002,0.49000000000000027,0.7000000000000002,0.49000000000000027,0.04908942818699383,0.0016588833996728871,0.0016588833996728871
NbTaVWRu,5,0.068845752,0.05348106516000001,0.0028602243306481666,0.10000000000000053,0.010000000000000106,1.1704699910719625,1.3699999999999999,0.04014369764494738,2.8602243306481968e-05,0.003918507332987988
TaNb2W2Ru,4,0.058600228,0.054206836,0.002938381069130896,0.13333333333333286,0.017777777777777653,1.0754843869934452,1.1566666666666665,0.02792687912492801,5.223788567343779e-05,0.0033987274366280695
Nb3TaWRu,4,0.054459249,0.052250350833333334,0.0027300991622064173,-0.0333333333333341,0.0011111111111111625,1.1060440015358037,1.223333333333333,0.029292040480573663,3.033443513562826e-06,0.0033398213084325163
TaNb7,2,0.02285559,0.048227855546875004,0.002325926050650242,-0.7000000000000002,0.49000000000000027,0.7000000000000002,0.49000000000000027,0.00162972001941804,0.0011397037648186192,0.0011397037648186192
TaNb3,2,0.030517693,0.050896872437500004,0.0025904916239191476,-0.7000000000000002,0.49000000000000027,0.7000000000000002,0.49000000000000027,0.0020596666989441135,0.001269340895720383,0.001269340895720383
NbTa,2,0.042644499,0.054581583249999996,0.0029791492300766803,-0.7000000000000002,0.49000000000000027,0.7000000000000002,0.49000000000000027,0.002202635495652829,0.001459783122737574,0.001459783122737574
NbTa3,2,0.049347693,0.0560618634375,0.003142932532084899,-0.7000000000000002,0.49000000000000027,0.7000000000000002,0.49000000000000027,0.0017491511319039565,0.0015400369407216014,0.0015400369407216014
NbTa7,2,0.048533393,0.055975342046875,0.0031332389172646522,-0.7000000000000002,0.49000000000000027,0.7000000000000002,0.49000000000000027,0.0012732349613310944,0.0015352870694596804,0.0015352870694596804
WNb3,2,0.051669198,0.051298430125,0.002631528933289508,-0.4500000000000002,0.20250000000000015,0.6244997998398399,0.3900000000000001,0.016295786838566428,0.0005328846089911257,0.0010262962839829085
WNb2,2,0.060818874,0.052839417666666666,0.0027920040593524455,-0.36666666666666714,0.13444444444444478,0.597215762238964,0.3566666666666668,0.017374144633354932,0.0003753694346462742,0.0009958147811690392
NbW,2,0.037506515,0.0550875245,0.0030346353555381,-0.20000000000000018,0.04000000000000007,0.5385164807134505,0.2900000000000001,0.017638654553937545,0.00012138541422152422,0.0008800442531060493
NbW2,2,0.02990027,0.056223807,0.003161116473573249,-0.0333333333333341,0.0011111111111111625,0.47258156262526085,0.22333333333333336,0.015868724676943162,3.5123516373037725e-06,0.0007059826790980257
NbW3,2,0.032547198,0.056375014125,0.003178142217593949,0.04999999999999982,0.0024999999999999823,0.43588989435406733,0.18999999999999997,0.014220236465000919,7.945355543984817e-06,0.0006038470213428503
NbZr,2,0.17455822,0.05390456925,0.0029057025860280456,-1.2000000000000002,1.4400000000000004,1.3,1.6900000000000002,0.04201164286539256,0.004184211723880386,0.004910637370387398
NbZr3,2,0.239137998,0.0514975085625,0.002651993388144761,-1.4500000000000002,2.1025000000000005,1.5132745950421558,2.2900000000000005,0.03701618728676313,0.005575816098574361,0.006073064858851504
NbZrW2,3,0.08864479,0.0584128876875,0.0034120654479924887,-0.4500000000000002,0.20250000000000015,0.9433981132056605,0.8900000000000001,0.04757999551288281,0.0006909432532184795,0.0030367382487133153
ReHfTa2,3,0.108348559,0.057409036875,0.0032957975149151097,-0.4500000000000002,0.20250000000000015,1.1789826122551597,1.3900000000000001,0.04757805457028729,0.0006673989967703102,0.004581158545732003
ReNbMo2,3,0.030506472,0.053550984937500004,0.002867707987776352,0.2999999999999998,0.0899999999999999,0.7681145747868607,0.5899999999999999,0.021031032589323307,0.0002580937188998714,0.0016919477127880474
ReV3Nb2Ru2Ta2,5,0.093791219,0.052965600130000005,0.0028053547971310564,0.10000000000000053,0.010000000000000106,1.2529964086141667,1.5699999999999998,0.044116366118268684,2.805354797131086e-05,0.004404407031495758
ReV3Nb2Ta2Mo2,5,0.083207642,0.05483520756600001,0.0030068999888063046,-0.2999999999999998,0.0899999999999999,0.728010988928052,0.5300000000000004,0.04123176972104664,0.0002706209989925671,0.0015936569940673425
RuNb3Re2V2Ta2,5,0.078863178,0.054153073700000005,0.002932555391157632,0.0,0.0,1.1,1.2100000000000002,0.041789483651184074,0.0,0.0035483920233007355
RuNb3Ta2V2W2,5,0.070652613,0.05484369094,0.0030078304359222384,-0.20000000000000018,0.04000000000000007,0.9433981132056605,0.8900000000000001,0.03964862621917845,0.00012031321743688974,0.0026769690879707925
RuTaNbVTi,5,0.113971764,0.05262451996000001,0.0027693401010204398,-0.3000000000000007,0.09000000000000043,1.3892443989449805,1.9300000000000002,0.04219745308009564,0.0002492406090918408,0.005344826394969449
TaHf3Ti2V2Nb2,5,0.229446942,0.061244094480000004,0.003750839108675167,-1.2000000000000002,1.4400000000000004,1.3,1.6900000000000002,0.05809121325863998,0.005401208316492242,0.006338918093661033
TaMo3Re2V2Nb2,5,0.057091857,0.053196033676,0.0028298179988581265,0.0,0.0,0.7810249675906655,0.6100000000000001,0.03510051807275953,0.0,0.0017261889793034574
TaMo3W2V2Nb2,5,0.054008496,0.053939503776,0.0029094700676011182,-0.20000000000000018,0.04000000000000007,0.5385164807134505,0.2900000000000001,0.03361525759483651,0.00011637880270404493,0.0008437463196043246
TaMoWRe,4,0.031770248,0.056016609875,0.0031378605818879472,0.2999999999999998,0.0899999999999999,0.7681145747868607,0.5899999999999999,0.02220658965978611,0.00028240745236991495,0.0018513377433138885
W3TaMoRe,4,0.026487835,0.056017977166666656,0.003138013765845187,0.2999999999999998,0.0899999999999999,0.6506407098647711,0.42333333333333323,0.01788183266528819,0.0002824212389260665,0.0013284258275411288
MoTa2W2Re,4,0.040458032,0.05675403919444444,0.0032210209648845358,0.13333333333333197,0.017777777777777413,0.7,0.48999999999999994,0.022980637110140655,5.726259493127946e-05,0.0015783002727934223
WMoTaRu,4,0.084188117,0.052604536375000004,0.0027672372472286985,0.5499999999999998,0.3024999999999998,1.2206555615733703,1.49,0.0264251678560805,0.0008370892672866808,0.004123183498370761
W3TaMoRu,4,0.062140057,0.05395990549999998,0.002911671401568928,0.4666666666666659,0.21777777777777707,1.0115993936995678,1.023333333333333,0.02133915862164036,0.0006340973274527867,0.0029796104009388686
TaMo2W2Ru,4,0.068178868,0.05303141894444444,0.002812331395261181,0.4666666666666659,0.21777777777777707,1.0115993936995678,1.023333333333333,0.021327281736781584,0.0006124632816346552,0.0028779524611506073
MoTa7,2,0.053145702,0.055960426125,0.003131569292091582,-0.5750000000000002,0.3306250000000002,0.6633249580710802,0.4400000000000003,0.0167684029492971,0.00103537509719778,0.001377890488520297
MoTa3,2,0.059578281,0.0561620295,0.0031541735575588703,-0.4500000000000002,0.20250000000000015,0.6244997998398399,0.3900000000000001,0.021326519179217913,0.0006387201454056717,0.0012301276874479598
TaMo,2,0.052465789,0.055301907,0.0030583009178366486,-0.20000000000000018,0.04000000000000007,0.5385164807134505,0.2900000000000001,0.023143135928563922,0.00012233203671346615,0.0008869072661726284
TaMo3,2,0.040721858,0.052757345500000004,0.0027833375042063705,0.04999999999999982,0.0024999999999999823,0.43588989435406733,0.18999999999999997,0.01871632995589445,6.958343760515877e-06,0.0005288341257992103
TaMo7,2,0.030149468,0.050853400124999996,0.0025860683042733495,0.17499999999999982,0.030624999999999937,0.37416573867739406,0.13999999999999993,0.013774064427278274,7.919834181837117e-05,0.00036204956259826873
TaNbMoW,4,0.040114703,0.05632737912500001,0.0031727736390914866,-0.20000000000000018,0.04000000000000007,0.5385164807134505,0.2900000000000001,0.020707724349582554,0.0001269109455636597,0.0009201043553365314
W3TaNbMo,4,0.031233191,0.05643603649999999,0.003185026215829331,-0.0333333333333341,0.0011111111111111625,0.47258156262526085,0.22333333333333336,0.017939018521225147,3.5389180175883094e-06,0.0007113225215352174
MoTa2Nb2W,4,0.048905881,0.056385479249999995,0.00317932227025218,-0.36666666666666714,0.13444444444444478,0.597215762238964,0.3566666666666668,0.020309777974730974,0.00042744221633390526,0.0011339582763899446
Ta3NbMoW,4,0.045562122,0.05700747794444443,0.0032498525415863184,-0.36666666666666714,0.13444444444444478,0.597215762238964,0.3566666666666668,0.020839564840861812,0.00043692461947993945,0.0011591140731657874
TaRe3Nb2Ru2V2,5,0.119695214,0.05209781402,0.0027141822256625085,0.5,0.25,1.345362404707371,1.8099999999999996,0.037687513632154834,0.0006785455564156271,0.00491266982844914
TaReHf2,3,0.187383597,0.056233974125,0.0031622598458911698,-0.7000000000000002,0.49000000000000027,1.4106735979665885,1.9900000000000002,0.05820110974740806,0.001549507324486674,0.006292897093323428
ReTa7,2,0.055303699,0.056424582531249996,0.0031837335138258423,-0.4500000000000002,0.20250000000000015,0.8,0.6400000000000001,0.022863647558140493,0.0006447060365497336,0.0020375894488485393
ReTa3,2,0.057440187,0.057151393875,0.0032662818218553873,-0.20000000000000018,0.04000000000000007,0.8888194417315589,0.79,0.029166293322247173,0.00013065127287421573,0.0025803626392657563
TaRe,2,0.049978494,0.057524842,0.003309107447124964,0.2999999999999998,0.0899999999999999,1.0440306508910548,1.0899999999999996,0.03186749454524328,0.00029781967024124646,0.00360692711736621
TaTi3W2Nb2V2,5,0.110479774,0.05485864074,0.0030094704638403877,-0.7999999999999998,0.6399999999999997,1.063014581273465,1.1300000000000001,0.03385586270877772,0.0019260610968578472,0.0034007016241396383
TaV3W2Ru2Nb2,5,0.078688995,0.052780103150000014,0.0027857392885246414,0.10000000000000053,0.010000000000000106,1.1704699910719625,1.3699999999999999,0.040607206044053594,2.785739288524671e-05,0.0038164628252787586
TaVNb2,3,0.078435302,0.0556880050625,0.003101153907841025,-0.7000000000000002,0.49000000000000027,0.7000000000000002,0.49000000000000027,0.040600536581164776,0.0015195654148421032,0.0015195654148421032
TaWReHfNb,5,0.111025937,0.058686103360000026,0.0034440587275806063,-0.2999999999999998,0.0899999999999999,1.063014581273465,1.1300000000000001,0.04393295091883024,0.0003099652854822542,0.0038917863621660857
TiHfVTaW,5,0.163532226,0.058582608120000004,0.0034319219741414902,-0.8999999999999995,0.809999999999999,1.1704699910719627,1.3700000000000006,0.05466859824230087,0.002779856799054604,0.004701733104573843
TiNbRu,3,0.118164332,0.046660065555555554,0.0021771617176487416,-0.0333333333333341,0.0011111111111111625,1.7,2.8899999999999997,0.03665811090025411,2.4190685751653805e-06,0.006291997364004862
RuTiNb2,3,0.1151686,0.0465694703125,0.0021687155651868187,-0.20000000000000018,0.04000000000000007,1.5132745950421556,2.29,0.034975135193336795,8.67486226074729e-05,0.004966358644277815
TiNbTaVW,5,0.10013694,0.05552215556000001,0.0030827097580288397,-0.7000000000000002,0.49000000000000027,0.9433981132056606,0.8900000000000003,0.03547107294606115,0.0015105277814341323,0.0027436116846456682
TiNbWRe,4,0.055788089,0.05292840812499999,0.002801416386646565,-0.20000000000000018,0.04000000000000007,1.1357816691600546,1.2899999999999998,0.024628713764340227,0.0001120566554658628,0.0036138271387740686
W3TiNbRe,4,0.037211862,0.05362296427777778,0.002875422297935832,-0.0333333333333341,0.0011111111111111625,0.9433981132056604,0.89,0.018953875630294634,3.1949136643732947e-06,0.002559125845162891
TiNb2W2Re,4,0.048859086,0.05334842305555556,0.002846054242514532,-0.20000000000000018,0.04000000000000007,0.9780933834080806,0.9566666666666666,0.023138775550122066,0.00011384216970058148,0.002722725225338902
Nb3TiWRe,4,0.056946807,0.051962057500000006,0.0027000554196333067,-0.36666666666666803,0.13444444444444545,1.011599393699568,1.0233333333333334,0.02525471754824228,0.00036300745086181396,0.002763056712758084
TiNbWRu,4,0.084805589,0.049155955187499996,0.002416307930395508,0.04999999999999982,0.0024999999999999823,1.4798648586948742,2.19,0.030022074524611846,6.040769825988727e-06,0.005291714367566162
W3TiNbRu,4,0.057956432,0.051404723972222226,0.0026424456466603583,0.13333333333333286,0.017777777777777653,1.2206555615733703,1.49,0.02304058071436187,4.697681149618382e-05,0.003937244013523934
TiNb2W2Ru,4,0.062547144,0.05080293458333333,0.0025809381622784455,-0.0333333333333341,0.0011111111111111625,1.2476644848141933,1.5566666666666664,0.02727839833806139,2.8677090691984055e-06,0.00401766040594678
Nb3TiWRu,4,0.077434307,0.04908932086111111,0.0024097614226051187,-0.20000000000000107,0.040000000000000424,1.274100990241093,1.6233333333333335,0.02979569579946517,9.639045690420577e-05,0.003911846042695643
TiNbW,3,0.078328709,0.050846041999999994,0.0025853199870657633,-0.7000000000000002,0.49000000000000027,1.0754843869934454,1.156666666666667,0.01762913357175984,0.0012668067936622248,0.002990353451706067
TiNbW2,3,0.052489389,0.0518185635625,0.002685163529680853,-0.4500000000000002,0.20250000000000015,0.9433981132056605,0.8900000000000001,0.016575015200244937,0.0005437456147603731,0.0023897955414159595
WTiNb2,3,0.062195471,0.0504074696875,0.002540913000296231,-0.7000000000000002,0.49000000000000027,0.9949874371066201,0.9900000000000002,0.017754949667071564,0.0012450473701451539,0.0025155038702932694
Nb2TiW2,3,0.060839229,0.05192734488000001,0.0026964491462864635,-0.5,0.25,0.9000000000000001,0.8100000000000003,0.018082499967751506,0.0006741122865716159,0.002184123808492036
WNbTi2,3,0.087729277,0.050648082375,0.0025652282482647856,-0.9500000000000002,0.9025000000000003,1.2609520212918492,1.5900000000000003,0.016438776374795173,0.0023151184940589696,0.0040787129147410095
Ti2WNb2,3,0.092051535,0.05011899724000001,0.002511913884343129,-0.8999999999999995,0.809999999999999,1.1704699910719627,1.3700000000000006,0.01677758526466917,0.002034650246317932,0.003441322021550088
NbTi2,2,0.189740844,0.051487778111111104,0.0026509912948190118,-1.3666666666666671,1.867777777777779,1.445683229480096,2.0900000000000003,0.0077349403064728515,0.004951462629545291,0.0055405718061717355
TiNb,2,0.103225908,0.049113384249999996,0.0024121245124881477,-1.2000000000000002,1.4400000000000004,1.3,1.6900000000000002,0.009511045043170583,0.003473459297982934,0.00407649042610497
TiNb2,2,0.062479632,0.04724191177777778,0.0022317982284193387,-1.033333333333334,1.0677777777777793,1.1357816691600549,1.2900000000000003,0.01012627342254369,0.002383064552789986,0.0028790197146609476
TiNb3,2,0.076443631,0.046494771062499995,0.002161763736154287,-0.9500000000000002,0.9025000000000003,1.044030650891055,1.09,0.009815694382183604,0.0019509917718792446,0.002356322472408173
RuTi3,2,0.169655263,0.0507129453125,0.002571802822268616,-0.7000000000000002,0.49000000000000027,1.8681541692269406,3.4900000000000007,0.03519640378173651,0.0012601833829116223,0.008975591849717472
RuTi2,2,0.158848647,0.04892786566666666,0.0023939360386953782,-0.36666666666666714,0.13444444444444478,1.9209372712298547,3.6900000000000004,0.035520248999430994,0.000321851400757935,0.008833623982785947
TiRu,2,0.16180633,0.04619627925,0.0021340962165439805,0.2999999999999998,0.0899999999999999,2.0223748416156684,4.09,0.03153018305693409,0.00019206865948895804,0.00872845352566488
TiTa3W2Mo2V2,5,0.068337483,0.054826481344000005,0.0030059430565639806,-0.39999999999999947,0.1599999999999996,0.7549834435270751,0.5700000000000003,0.03461451619115603,0.0004809508890502357,0.0017133875422414699
TiTaWMoV,5,0.082269011,0.05406341462400002,0.0029228528008065397,-0.5,0.25,0.9000000000000002,0.8100000000000004,0.03233214391642793,0.0007307132002016349,0.0023675107686532983
TiVNbMo,4,0.093422883,0.05399925278749999,0.002915919301608326,-0.7000000000000002,0.49000000000000027,0.9949874371066201,0.9900000000000002,0.03496341469461077,0.0014288004577880805,0.002886760108592243
TiW3Ta2V2Mo2,5,0.059378468,0.05381957005400002,0.0028965461207974153,-0.3000000000000007,0.09000000000000043,0.728010988928052,0.5300000000000004,0.03195055564003644,0.0002606891508717686,0.0015351694440226312
TiWReZrRu,5,0.143614588,0.05224370776000001,0.002729405000512285,0.10000000000000053,0.010000000000000106,1.6031219541881399,2.5700000000000003,0.056855291871973426,2.729405000512314e-05,0.007014570851316573
TiWRe,3,0.045496665,0.05222088366666666,0.0027270206909275328,-0.0333333333333341,0.0011111111111111625,1.2476644848141933,1.5566666666666664,0.017871517201921327,3.030022989919621e-06,0.004245062208877192
ReTiW2,3,0.035513873,0.052276979875000004,0.0027328826248511555,0.04999999999999982,0.0024999999999999823,1.0908712114635715,1.19,0.01463479640574507,6.8322065621278404e-06,0.003252130323572875
WTi3,2,0.176489028,0.0520202681875,0.0027061083022994247,-1.2000000000000002,1.4400000000000004,1.4798648586948744,2.1900000000000004,0.01410635123688287,0.0038967959553111724,0.005926377182035741
WTi2,2,0.130550366,0.05086435188888888,0.002587182293076714,-1.033333333333334,1.0677777777777793,1.3988090172238192,1.956666666666667,0.014017944818476938,0.002762535759607473,0.005062253353453438
WTi,2,0.074151643,0.04968117575,0.002468219223902388,-0.7000000000000002,0.49000000000000027,1.2206555615733703,1.49,0.012030342183619555,0.001209427419712171,0.0036776466436145585
TiW2,2,0.046371616,0.05000287488888888,0.0025002874971538744,-0.36666666666666714,0.13444444444444478,1.011599393699568,1.0233333333333334,0.008672781639630549,0.00033614976350624396,0.0025586275387541315
TiW3,2,0.030953442,0.0507280526875,0.002573335329465776,-0.20000000000000018,0.04000000000000007,0.8888194417315589,0.79,0.00674440603064212,0.00010293341317863121,0.002032934910277963
TiW7,2,0.018197326,0.052521229671874996,0.0027584795662458426,0.04999999999999982,0.0024999999999999823,0.6633249580710799,0.43999999999999995,0.0037591955288903277,6.896198915614558e-06,0.0012137310091481705
TiZrHfNb,4,0.300880584,0.059130356687499996,0.0034963990819909755,-1.4500000000000002,2.1025000000000005,1.5132745950421558,2.2900000000000005,0.04522830804180588,0.007351179069886028,0.008006753897759336
Nb3TiZrHf,4,0.166706205,0.05636359413888889,0.00317685474425339,-1.2000000000000002,1.4400000000000004,1.3,1.6900000000000002,0.04043659183314592,0.004574670831724883,0.00536888451778823
TiHf2Nb2Zr,4,0.245260192,0.05947466997222223,0.003537236368304752,-1.3666666666666671,1.867777777777779,1.445683229480096,2.0900000000000003,0.042688010305769596,0.006606771483466992,0.007392824009756933
